Text,Emotion
"Meri main market he theek hai, kholna hoge yehe khol Lnga",optimism
"Yar ujala sy puchna .... K mujy uska phone chahiye 2,3 din k liye ... Kashmirr ly k jana hy ...  ",trust
Jazak Allah for ur help. We r back at homeo,optimism
Tmhain bi gussa ata ha kia pyar to kbi aya nai yehi btao,anger
Hum be bari zada shadia aa rhi hy.,joy
Meri job b Allah ka shukr theek ja rhi,joy
han monday tk hn to ajana,neutral
Yr mein ne aply kia he uol mein lecturer ke liye tm se intrview mein kia pocha tha?,trust
Yep tm kabi raho gy tO tmy b pta chly ga k hxtl life ka,neutral
"i phone le raha hn zohaib sy  iphone4,",surprise
tum log kbhi ni sudhro ge,disgust
Hahahaha :D this is alarming man :D,joy
ccn ap ny kis section ma uthaya ha.,anticipation
"Hn ,mager wo khud he us k no laga da ga ",optimism
Han abi kuch theek hy shop pr ly kr gya tha,neutral
Koi gal nai. Ay network security ki koi presentation di ha isbar?,trust
Now IA i'll complete my App tomorow .,optimism
Oho :/ challo koi nae naya phone to agaya. 😆,sadness
Me helmat ki wja se bxh gya ,joy
Woh me umer ki havely me car check krny chla gya tha,neutral
Main keh raha hun k ye sb  hm ly kr aye hain bahi car pr aye hain tujy dy jain gy,neutral
Is there any news about saturday off?,anticipation
han kiya hoa hy .. m ny sb form sy dykha tha kisi sy kuch pocha na,neutral
Ni krwai.chal mai ata hu jaldi.mry bgr reg na krawai,neutral
"Mera cerificate bhi ho gaya attest..
aaj shaam docs send kardoun ga KHI. I.A",joy
Yarw 1 baar phir soch lay kia karna hay,fear
"Mery tabiyet krab hey.
Subha ao ga",sadness
Yes I just did.13th question pe boojha gya,neutral
Han new ha us k uper wo cover sa b ha jese new keyboad k uper tha.,neutral
RE koi standard ne ya enj na hove k slides vich koi aur standard use ho rya hove,neutral
Me bht bara item piece hn :-D,joy
Han na aj bi dal the gandi si,disgust
Hahahahahaha subha ho gae ha open your chuni eyes :-P ,joy
"Mera cerificate bhi ho gaya attest..
aaj shaam docs send kardoun ga KHI. I.A",joy
"Final sign offs done by Talat sb on 3 findings and none significant findings.
So Rating 1 confirmed
Officially....     
Yeaaaaaaah....:-D ",joy
Sir he nahi aye howe aaj.,disgust
Result ki tension lag gayi hay,fear
Husband yahein hein k chalay gay ?,anticipation
Sir plz watch amir liaQAT show,neutral
Ghar me or koi nai ha is lye muje lazmi jana hu ga.,optimism
Yar library aja sab idher e hain.!!,neutral
Un ko kehna tha tm ko bta k krni thy kia?,neutral
Yrr tu mama ko stop tak chorr din,trust
Ye b thek e! Wese tere mood k 12 q bje hue hn aj kl???,surprise
Na yr. Drame na khar.to.,anticipation
Yar kiya lund hain ye bowler mar rahay hain,anger
Parso ty paper wa mama atny din kn sy phaly,neutral
Par to nai mana ab kah raha hai nai drop kr na par ab kr lai to axha ho ga mam awai tang na karai,neutral
Many usay khana ha trest dy day warna many babhi ko bta dena ha kay tu daba ha :p,joy
"Final shaed pra hove,
Vese mid zubani yad a tqreeban",anticipation
Sbha 11 bjy ghr e hona hai?,anticipation
ik last tw kr ly bsss,neutral
Sameet maryam ko photography ka kehna hay?,anticipation
Ja mujy na bula kam e krna ab,anger
Yr pta ni abi taha se bat kr k sub ko msg snd kr d k saturaday ko cls ni honi,neutral
Wese me supportr kisi ki nae hn bt js ki jo baat achi ho wo appriciate zaroor krti hn! Actualy me biasd nae hn na! :-P ,joy
Wo us ki back sde pr shop hy,neutral
Han yr ye masla rahay ga ab ,disgust
janab mhbt ha ye to ap ki....ham to gareeb sy sada sy bandy hain :-P,love
Nai hon friend ke trf aya hua ho.,neutral
Me ne ap ko btaya tha...,neutral
Han g tm axhi c pari do bs,neutral
Meine vo bhi theak sy nai btaya usay,neutral
Un ka tab ghar par ha,neutral
Ma kis sa PTA Karo yr ma ab in ka gr ja ka no mangu Kia ,anger
ni yar ab nxt week koi ni aana ab eid pa h ayun ga...,optimism
Hahaha but phir bhi faizi faizi faizi thats all I hear ,joy
Ghr wala tu nai milta na bahr sy.,neutral
Or yar koi bri bat nahi hy easy sa hi hy,optimism
O v check nai kiti 2 din se,neutral
Msg kab ka send kia tha abi dekha to send e nai huaa thaa,sadness
Mushkil to ha but bnani b to ha.,fear
Yahan tou rain h0u rae ha bht taiz,fear
"Rain has started, take care of cloths",disgust
Yr kise se pouch ke bta sir ne makeup cls lane hai k nahi,trust
Puncture nhi nikla ... Ghr e aa jana Mamun ki traf mre,neutral
Oh acha to khal to aye gae na.,anticipation
Main lhr garden town hn us din umt aya tha job ka hawalay se,neutral
Main hi chala jaon ga agr ksi aik nay jana ha to pir,optimism
Missed 1 thing in 1 saal tak.,neutral
Yaar woh sir nay kaha hai k 5 companies add karo... analysis karna hai wohi wala... free hai tu aa ja fb pe,anticipation
"chal thk hy
agr gari ka program bna to bta de",trust
pirr bat karain gay g okA pirr ,optimism
Us Mae nichae krae GI to settings ho GI us ko click krae,optimism
Mil jyege tje treat jiger... Bs send kr de jaldi se,optimism
Yar saad tjhsy mein chupao ga,neutral
Yar mery pas blnce ni hy jab ayna mjy msg crna or 1 gate p aa jana my aa jao ga,trust
Yr ma tO ye khta hO khud any ki try kr,neutral
Sir I missed the match but just saw the scoreline and it was a bit surprising for me :-),trust
Sir there is no class .,neutral
Oye comissioner ka beta sath ha tery?,anticipation
No you have to tell them,trust
O ho itni garmi ma bukhar,sadness
Wakai? Pehla insan jo mjh se khush hua lol.. ,surprise
"Guzar chali Hen Dabbe-e-paon Garmion ki
chutiyan?.!
Khayal-e-University jo Ata Ha, Tu Aanken Bheeg
Jaati hn.",sadness
Sory yr m cls m ta,sadness
"Wsalam, to phir kiya kaha ha sir nay?",neutral
Yar dua krn k apka kaam ho jaey. Aunty f say kahain. Maa ki dua mn bara asar h,optimism
Tmhain muj say pyar ho to tm mari har bat mano aur phne bi karo mjay ,sadness
"Hahahah wese sai kh ry ain wo kam zada krr skty . .  Exam board walay . .  Hmary sir ny b btaya tha
haaan yh b h . .
Hahahaha iska matlab kam ho gya uska??? Last tym to 3.2 something thaa
hahahah ni asi chukni next main e In Shaa Allah",joy
Yellow hairs wala naruto hai n black hair attitude personality wala sasuke...,joy
Zada broker na dalo bech may,anger
Shake wale ka pas ha. To.,neutral
Wo sirf tjy e kia h,neutral
Ok. Plz msg when u come,trust
oee abbasi mai wait kar raha hoon ...... Odhar aajao.....,trust
us ki dain hai..... kia ker sakty hain...?????,sadness
"Hahaha... Phd sa kia hota :p
chor ma na ni baat krni tera sa plzzz ... Apni larai hojani …",trust
Yar main wapis a k bt kru? Aur Nashta ne kia,neutral
Yr de ja mein ne b bnane hai assignment,trust
Yr teri payment aa gae kya visit 2earn ki,neutral
Ghnta hogea lite nh u ki ?,sadness
Yar main ny kaha k nhi hy yat,neutral
Ya phr tab 4 hy woh 199$ ki 4g wali,neutral
Tri Bhabi rat ku yad kr rae the msg b kea phn b. Or ma soya hy reh gaya 5 bjae.,sadness
js ki waja sy lrai hti the usy to unfrnd kiya nae mjhe kr dya...,disgust
Nai to ye lo id or pswrd linkd in ka  ,trust
milain gay to kakh success ho gi is compney main aur sab to kahain gay k yeh ha hi Fake .......,anger
Han nai bna k de rahe.,neutral
Mn nay abu g say test k time hi kaha tha k ap aisa krn k arslan say kahain k achay say tiyari kray aur mn koshish kron ga k test jo teachers collect ker rhay hn unhn refrance base pay keh dain k dihan rakhiay ga. But abu g nay kaha k uska clear ho jaey ga bohat tiyari h uski,disgust
Yr ma abi lhr a raha hu ,neutral
abi kxa msgs kixe tne dobra kr,neutral
Ok. Me Thori Daer Tumhare Ghar USB De Jaun Ga. Kis Time Ghar Pe Ho Ge?,optimism
Majid sy bat hui thi kh raha tha 13 ko jana hy .... Hajj k liye us ny ,optimism
"Han me bhi yehi keh rae hun:-P ,",joy
"Different ka to pta nahi.
Agar admisn ho jaye to ho he jata ha",optimism
Yar ye assgnmnt submitt kb tk krwani ha ??,trust
Ws Sana kul mama cal kr k anti se bat kerlein gi,optimism
Sh g s5 hai ya sale kr dia..?,neutral
Wasy ya project purana ni ho gaya?,pessimism
"Mushkal ha.... Aik to wasa rozaybhain main a ka kiya karo ga.,",pessimism
shaid zaroori hai... lekin mere pass pehle se hai.... ap mujhe notepad me send krien.... me us ko notepad plus me convert kr don ga...,anticipation
Sir g time bta dena plz 10 12 e sawal hain,trust
tu kbi daikhy to nazr aye. try dimgh ma to kch or e hta ha,disgust
Model town may ha.. Bank square markt,neutral
Han pata kiya tha dco sa,neutral
I have sent feedback on ieee paper,trust
Yr flow chart ka b samajna h tere se,neutral
Hmmmm.... Aur suna milta hai kisi class fellow se...??? Koe dost wagera...???,anticipation
Yr mje aise jalsay jalos k msg mt send kia kr i m nt interested plz,disgust
Jb ma chota tha to mai röna lag parta tha or sami bai b. Aj b hum se apna bkre ki ni daki jati.,sadness
Fb pe bnao.pehly gmail pe bnao wo id phr fb bnane m use ho g,neutral
realy ? it wz jus aho.........,surprise
Yr na ma aa skta na tu :/ problem is that otherwise we'll find the solution,pessimism
"Mere pas nhe hai ,mai s0haib se le lo ga",trust
Me trreray ghar k bhr hu,neutral
I need bike. Plz give keys in my office?,trust
Yeah i knw. Bht bht mubarak ho,joy
hmmm kush khala b da..bhuke bht awla lgi ha,trust
Relational Model Ko Hi Schema Kehte Hain.,neutral
Ho jaega aik do din mein.meine ana tha aj but rastay bnd hein aur maslay hein.is week mein ana to hai sir se poochta hun kia suratehal hai,optimism
Mujy kea pta tha tu b interestd ha warna tujy b pick kar leti :P,joy
"Oh acha. Chalo Allah sehat de unko. IAthek hojayegi surgery. 
Kher hae tum na ana. Dccn lu g me antenna nae leni. ",optimism
Nhi abi uni me hon!!? kiu!?,neutral
Hn magr section show ni kr raha,disgust
Uski to date bhi khtm hogai thi phr,sadness
Mere to L lag gye...pta nae kya bn'na hai,fear
Yar meny ki the bat us sy wo sharminda tha,sadness
shahbaz shareeef jaisa leader ni a sakta ,neutral
Yr last sumer cmplsry tha..but meny nai lgaya..bcz ghr waly keh rahy thy k nxt lga lna.. :p,joy
Oee haider farg e ay subho?? R idr e ay na jana junaa to ni kahin subhoo????,anticipation
"Main MS dept mein hun,udhr a jana",neutral
Yr SSC aja barish kam h gae ha,neutral
Soya hua tha . Abe utha hn mom.,neutral
"Oh! :( So sorry to hear that.Accept my condolences.Its ok we will handle the work.
kal 9:30 am fyp lab ajana.Meine fyp ki videos aur demo dene hein before egypt trip.mein chahta hun us se phle tmhara project hojaey wrna bht late hojaega cuz it will have to be re wired an programmed.Sir ki halat ghair ho rhi hai OCD se.bht jldi machi hui hai",sadness
Yaar kal bethnga aj thaka howa hn,pessimism
yar 2nd hota e mushkil hy ,fear
Yaar mai eid abbotabad mai e kron ga.,optimism
saly uni ky ground ma a jyo zra kam ha.,trust
"Hmmm gud,kafi maza kia phr?",anticipation
"Yar main smjhe kehny laga hai k saturday on hai,",neutral
"payoneer card received hone ka bad ap usa k fake identification create krenge then paypal ma wahi use krenge,",neutral
Ruk ja abhi cng dalwa rahy hain,neutral
Zahir he phr to tm apne tareef sun'ne ke liyai bnane ke khoshish kro ge jo ke ache bt he,neutral
acha. ktni dar ka kam ha.,neutral
Oho koi ni jani ho jay ga inshahALLAH waja puch kya masla ha,optimism
Sir  ma ghar jane laga hn. Cake office ma table pai he para hai.,neutral
yar bath ma tha cell charging py tha ab bolo khair ?,neutral
Yes you can but now interviews are closed.... if you wana join contact me on tuesday.....,fear
Tiari Kahan Pe Kar K Ho? Me Uni Me Hun.,neutral
ni yarrr fsd wali ici year cs strt kia ha pata ni kasa ho ga,fear
Momin kia scene ha 15 min tak nikal rahy hyn ham tickets ni milni isliye bta phir jana e to tyar ho ja ,neutral
ok abu jtma tk vahe hu gay,neutral
Same To You. Remember Me In Your Prayers. :-),joy
Nai yar etho hi ta kam kharab honda e,fear
Nb 16 main hain hum sir ko report deny lgy g final.  A jao,optimism
Mera khyal tha ik ma hi pti supporter hn :P,joy
"Os nai ana hai aik sawal likhna hai 5 min dainai hai quiz ho gia 
3 quiz lai ga isi tarah…",anticipation
"Yara mery doston main sy koi b halshuda past papers use nai krta WO b English k,,,",neutral
I ve got ur back bro!,trust
"Yar mai nai jo note kia hoa hai paka thursday ko hai 
Nahi bhi to rqst kr dai..",trust
Help line walon ny kaha hy k battery ke wajha sy masla hy.,fear
Yes it would be my pleasure,joy
sir ma township hon...jus 30 mins tk check krta hon,optimism
Idhar bhi yehi haal hai...uni mai sale mehnga bht dete hain,disgust
I think wo abi b yahan hi ,anticipation
"Kal baat karengy 
was a little busy :-|
nd u enjoyur movie till then",optimism
Yar ksi or se bat kar sakte hain actlly maira test b 10 baje shuru ho jana hai,trust
Whatsapp may ajaa group may baat karni hay teray say,trust
Main ny yeh kaha hai main udr soony ja rha hon or ap log akely soo jao gy idr tu un logo ny yeh response dia,neutral
Hn phr dusra vera le aya,trust
"Ni kia
Q kr dena tha kuch
Krta hn subah
Ya jb online hwa
Han",neutral
Yr tm bs it me krwa lo na,neutral
Or kal jana ha hamara sath,neutral
mjhe thora sa time lg jaega sir ne rok lia hai.tm thesis perho tb tk thori dair tk a jaunga new faculty block hun,optimism
Yr is mahn roz ka kam roz krna hota he or bageer btaye test hotay hain or final main numbers lagatay hain test k.,fear
Sir dhrna khtm ho gya. Ab ap pr or Abid sb pr treat due hai.,joy
"Yeah, in thunderstorm! People's passion here is just incomprehensible. Amazing...",love
Yr network k logo ko chng karny ka naam bta,trust
Duty thi test me apki aj.,neutral
Python run kiday te krni a?,neutral
"Yehi k main time nahi deti ya  khayal nahi rakhti 
kyn main hi tu srf rakhti hon khayal :-P",joy
Nd bst ov luck 4 wt ?,neutral
"Zaahir hai...
Wailay jo rehnaa hota hai... 
Last three weeks se...:-P ",joy
To kya hua 2 mint ka kam hai keh do,neutral
Hahah spcl duaien start krti main ab tery lie,joy
Yar eca ki assignment submit krwa de tu ny?,neutral
I am not bound to do that,anger
Nae bs ppr e prha ha,neutral
"Nere liye kya la rai ho???
:-P",anticipation
Oho :( bukhaar ho rha h?,sadness
Yr kal 9.30am meri clas ha jst half hr k lye chaly jao to.. Mje sectriat jana ha,trust
Yr ma na dheki ha bas normal ha,neutral
Yr khana khaney laga tha dosto ne utha dixa,neutral
ma 3 bje jaun ga. yr s0nia bji ko chrna h parlour or waha sy jaen gy.,anticipation
"Yar! Paper Jis Room Me Ho, Us Room Ka No. Mujey SMS Kar K Bta Dena Me Is Time Raste Me Hun.",trust
"Search kr k e 
Ku k kitaabghar py nai hain Nimra Ahmed k novel",sadness
I m bzzy i dnt. Want to talk u bye,disgust
Teri na ne wo kr den,neutral
smr m time e short hota pr ab prh lia,neutral
Jani dost pas aya howa hn,love
Me lhr hon kul swl jarai,optimism
Me bs aya meer ko le kr.,optimism
Sir attendance files ka puchne k liye call ki thi then apki call back ane tak mn nikal chuka tha,neutral
"To,
Shiza Raheel,
Madam,
             If u have Some time. 





Tou please Mar Jaaaaaaaaaaaaaayn >_<
Regards ",anger
Oe jldi aja mehman aye hua haim ghr,neutral
Yr brish bhot ho rhe he.dani k sath ana he.wo ay ga to mai ayu ga.,neutral
Jummy ka kia plan hai phr?,neutral
Sark pe aj sone lge ha aja tu bi.,neutral
Yr esy kaam nai hOty tjy khud ana pry ga,fear
Media is now a rascal who is biased thats y zard journalism ki term use hoti hay inn k liay,disgust
hmra 1st smstr kb khtm ho ga?,trust
Yr jo main msg karta hn na us se relevent 1 software ban raha ha to wo jama karwana ha,neutral
Oh kah lea kare g aur mujhe pata ha ham dono ko ek doxra ke bht zarurat hte ha na j g.,trust
haha your badluck then :p ,joy
Hahaha..jabhi me kahon mje smj nai ara kuch ap kia boi jarai hn :p,joy
Sir green kapron wali bachi check karin,neutral
Yr Tm na KB Jana ha gr,anticipation
N0t p0ssble tht my father attest any d0cmnt ov my any frnd,pessimism
jab naizi ady pouncho gy tu btana,trust
Nai ma alarm b lagaon ga 8 bje kaa,optimism
imran bhai ko kehna zshan sy pucha tha about situatn wo khta b waisa he h sb kch,neutral
Telha nay sham ko khelna hai,anticipation
Yaar me ajau na lab me? ,neutral
Ye nai pOchty k kn kn sy hai bas yrr dua kar k clr hO jaye.. :),fear
Kal bhai ka 1 kam kry ga...?,trust
Yar aaj lecture kn kn sa hai,trust
"Meri coverage q ziada a ri a?mere aala code apne system te chla k.check kro,",surprise
Han ana hay subha 8.30 e. ,neutral
Paisay wapis na karay per GPA bhara day bus thora Sa :D ,joy
"DSA lab k subtrct fnctn me loop kese apply krna e??? Nd yr hm ne print fnctn me nestd loop use kia bt hmare pas to 1D array e 2D to nae e jise nestd loop use kr k 2D ki tara hndl kia ja ske! ,",trust
Try to sleep.koi tablet lay lou.,neutral
Yar kiya lund hain ye bowler mar rahay hain,anger
yar jldi na machana status lganay ki raat ko pics aengi tb btana,anticipation
Larki b to koi sahe mle,disgust
Yr jb jdk instal ki h r comand prompt m java likha h wo recognize kra h lekin javac ne kr ra wo my computer ki proprty m advnc stng m ja kr kia chng krni h,neutral
I thought so :p mera b yehi scene,anticipation
oee aur kitna late?? :P ... Chal agar mai jaa raha hoon GA kal to tujhay Bata doon GA...,anticipation
ma ny nashta ly liya ha.,neutral
han tm ai ni kahyn gft na dyna pr jye,disgust
"pul ha na nala pa ja sa tu mra ghr ata ha... uss ka smna 1 hospital ha ... uss ka sth ha,",neutral
Tmhara msgs do do dafa aray :-D,joy
Pehly ta lekin jb mob change kia toh miss place hogya,disgust
Sent item waly msgs ... Ya pata hy kis nmber py send krny hain ??  ,trust
aur kisi ke marks pata chale!??,neutral
MashaALLAH G mubarak ho.kitnay din huay?,joy
Nae g mra koi mud nae ha ube stdy ka ube parh ri hn m,neutral
Saeed bhai ne kb ana he,neutral
ali..ma ...tw or xubi chalty han sham ko f&k,anticipation
Yrr aj mai jaldi aa jao ga,anticipation
"Meri coverage q ziada a ri a?mere aala code apne system te chla k.check kro,",surprise
Yar tm apny doc bj dna,neutral
veily hain koi class nhn hai :P ,joy
Sir aor ankhon ma dard thiii,sadness
g gye thy sb hi un ki taraf rat reh k aye hain,neutral
presentation ka to pta nai kiya hna,fear
Han mere khayal se. Mein to late e niklungi.,neutral
"Main research lab mein hun,main fone band krne lga hun,toseef sab k nmbr pe rabta krna",neutral
hahahaha right (Y) Muhammad Bilal Ajmal,joy
agr unho ne kha tha to phr chala ja 3 bjy tk ....,trust
"Yar aj kal pasy ni hy mery pas  .
Gher sy b ni ai",sadness
Fsc ka result agya ha kia bna tmhri sis ka,anticipation
"Thank you...
Haan g... 104 days to go...:-P ",joy
skin mama kah rh hn k rohe kb b kr do or creamy mngwa l hn,neutral
Nd ghar jaldi jana mami akeli hn gi koi larka hona chahiyee ok baki teri merzi hy,fear
Yr ak brger la kr ai,trust
Matlab team form me ha ;) ,joy
Yaat mao committee k 30k transfer kr raha hon. Aunty say pooch meri committee kab hai agli?,trust
Mry lye kia ly kr ai ho?,anticipation
Mara mbl bund tha abi khola ha,neutral
"sir ny chawal mari hai yar avi ,",disgust
bha4 thokar pr gas mil rahi ha kya?,trust
Haha sai ha :-P me assignment khol k betha hua :-P,joy
May her soul rest in peace,optimism
Maria baji mje abi pata chala hay k ap dairy de k gai v hn..,surprise
Tehk hai pati friday ko sai.,neutral
Haha ni wo boy ni smjy g q k wo khud boy ho g,joy
"G..   G..
Thank you..
Have a nice day yourself too...
Allah Hafiz",neutral
bs niklny laga hn yar....charging oy tha,neutral
Tu agal hai defence ana maina shaid,disgust
Yr jtni jldi ml jaye utna acha he...,fear
Yr wsy e plan bna tha or ap bht jaldi uth jaty ho :D,joy
dafa ho....so ra tha....abi daikhy msgs....pato kia tkleef ha ab :-D,anticipation
Nae yr ux ka acidnt ho gea ha.,surprise
Ye gham bhi seh lain gay :D ,joy
Wajeeha filhal tu lgti he . ,neutral
Is tarah aik change kai sath code gernate ho jai...,neutral
Yar wo tu banda 2 ko smestr guzar ly naa tu tjhy sara pta chal jay ga k tnsn h yaa nai atndnc kii.. ,sadness
Ha yr wo b la Aya ho Vera,trust
Nai yaar ....... Pehlay khol daytay hain agar nai khola to cafe Mai wait karloen gay tension kiss ki hai ???,fear
tn to serious e ly gya ha chwl.....mazak kr raha tha yar....ahhaha ro naaa,sadness
Wese keh rehe hn k bn jaye ga par urgently nahi bne ga.,pessimism
nae yrrr halat se tang aa gai hn,pessimism
Me tu pura backup bna k send kron ga.. bcz I m Android user.,optimism
Hehehr acha kal tak ziyada ho jaey gE :D ,joy
"Ne kri mana, i'm taking back my words, sorry",sadness
Yara koi masla nai me ne kha tu ha subu hu jae ga.,optimism
yar idher ajeeb hi scene hai mein trap hogya hun a ker.lab bnd hai.mein subha se idher udher phir rha hun ab N lab se pta chala hai k Imran leave pe hai lab bnd hoti hai ajkal.Sir ko msg krke poocha k a rhay hein to kaha maybe yes :( .mein akaila zaleel ho rha hun tm na ao aj.umair ko anay do us se sensor lene hein.,sadness
Haaan ye tu sahi hai.. or suna mahol kaisa hota hai university ka???,neutral
chlo kl lab ma hi bnayen gy phr ab yr...,optimism
Hawn g bht tough n comsats ka lvl bht high hy study n projct,fear
yr mjhe bilkul b pta ni tha k tri shop py kb kam hta h ya ni...,neutral
"Hahahah wo tane thri thy 
but phr b mjy ni smj i 25 dolr ki",joy
Uskay pass bike hai mujay bi asani hojay ni8 k chaya mil jay.,neutral
Yehe tw msla hai k stdy bhe paar0o hai,pessimism
G june ma deya tha us ma 54 the.ic br bhe do ga 21 ko ha.,anticipation
Pta nae..ptcl ka bhi Allah hi hafiz hai,disgust
Han tu kia tu ni hy?,anticipation
Zaroor janab. Wase CR ap ko hona chahiye.,anticipation
Yaar maliya or Hajra ko kiya tha basit nay baki ghar ghar..... ,neutral
Us ki trf sham ko jana he me ne,optimism
Yr kuch add krdy net s kisi report ka dekh kr.mai sony lga hu 3 bjy phr uthna hy jutt k liay,neutral
Gari nai bechni gari k shashky b to hm :p,joy
"Nae mjhy frsndshp zyada krna nae pasand class main koi bat kr ly will ans else nae main jati lec laiti n wapis aa jati
uni semi gov hy tw mixed thora govt n thora private touch greenry bht braa area hy g",disgust
Tare pas ya log ayain ga boks lane ha uzi ne,optimism
Yar assign kal tu jama nai karani naa...,neutral
OK mai students ko bta deta hn,neutral
Sara din tera e w8 aur to kam...,disgust
Mgr tuesdy kO a jai ye na hO k tu na aye,neutral
pgl ho unho ny mje khufld kaha tha,disgust
Sare topics groups ne choose kr liye hain..,neutral
Kaisa bag lya arfa k lye ? :P :D,joy
Ghr kab a raha ha ma is weknd ja raha hO,neutral
Han ho jaye ga bs apply startng dates me krdy to 1st list m nam a jye ga,optimism
Sir g allocation wapis nae di apne??? ,disgust
bai mara bi Halmet chori ho cuka ha aur wapsi ki umeed rkhna bi bekaR ha ,pessimism
Yar plz send me previous address.  of ur township house,trust
Oho ab aesi bhi koi baat nahi thi or kal ki baat ko ajj nahi sochna chaiye forget it,neutral
Yr heavyparty ke kya zarort ha bus normal e last time jasi..,neutral
Me aa rha hu rste me hu,optimism
News sun raha k nahi ??,neutral
"mje bazar jate load karwa di yad sy,",trust
Qadri plane arrived lahore airport instead of Islamabad,neutral
Notes de ja yr nahi tu jaldi kr,trust
Fahad se puch k bta dijye ga..,trust
Main b Allah ka shukr bilkul theek MsCs start kr lya many finally,joy
Nai mehnat to kh0ob ki..agy dkho jo khuda ko manz0r,optimism
Ghr jaa ra hn orientation sy wapis,neutral
Nai group ka saith btha hu,neutral
Wesy mujy nai feel hua k dunya geo ki side par ha,neutral
Hn ji kr lia h . . . ,neutral
Hi busyyyyyy :) anything imp ?,joy
Hahaha challo tab to kuch hona b nae :P,joy
Haha mei kahan se sweet hun :p,joy
Inna v nae yar cv's send kr dy hr jagan apply kr evn karachi b,neutral
Yr masla pta kia ha. Yad ha tm log us din upar aie tha to papa bol raha tha gusa kr raha tha. To mja yaken kr us din papa pe bht gusa aya ka humari jaha bni hue ha waha to kam se kam rehna dae. Aksar esa hta ha mra ya arslan ka koe dost milnae a jae to papa dant ke bhej deta ha.,anger
main zraa br aan. aa ryaa bss 20 mnt tk tu cafe baith k kch khaa ohni dair,neutral
Ok. Free Ho Kar SMS Kar Dein.,trust
Ghr mehman arhe late hi jaen gai,anticipation
Yr bike he chahea kuch aur to nae manga :-P ,joy
O han bhul gya bhai s0ry :),joy
Mashwra ly lo inam or ali se kia kehty hn woh,trust
Yar yatem khny b tO jana ha tjy btaya tO tha,neutral
wo to thk. bthny ka time b ab ni mlta.,sadness
Uni ty thaik ha pr study da hal mara wa pharty he bht zaida ha koi smj vagra lagdi ni ha ty phara k chly jandy,sadness
Meray liye bhi khush nahi hongy :-(,sadness
so ? mera kia kasoor ? ma to kaha tha phky e tjy,fear
"Please send me ..  Name , roll no. , email and mobile no. of ur friend ... me ne list sir ko deni hai.....",trust
khaa tu. mane ye btana tha k ma uni gxa tha abi axa,neutral
Nope..its k...tm se baat kr k study se mind side pe hta hai to acha feel hta hai,joy
Irsa DM ki buk ya hmwrk wale ques mil gae???,anticipation
"Office k nmbr pr call cry or sir k sell nmbr ly 
04299203109",optimism
"Yar aj gr ma tendy pky hen, ma ni khany aja bhr chalain....",neutral
Na to muj b akar dekhni ati ha,neutral
Ha bhai kia scene ha koi kam chala?,anticipation
Oy mozarella ka kya kharcha hai?,neutral
Yr ma na b trailer dekha ha achi lag rahi ha,anticipation
G bhae im going for the gym. Ap kahan hn?,neutral
W a come at 2:15. Wslm,neutral
Watts app wali pic ma tmhare sath ma hu,neutral
happy happy happy birthday jani....may u live longgg,joy
paati sath sath b.com kr ly ,neutral
Yar kuch medicines likwani hain so plz bring  prescrition writing pad with u; agar aap k pas na ho tu ali bhai se le ain . kB tak pohnchna hay ?,trust
Hun dassso kheyr hey 	  amp tk ki charge kr deta he  ,fear
Mbl restore kind waja sa no ur ha ha,neutral
Nai akaila nai 3 roommate hoty h sth.,neutral
Yes dribbler to hai nai ab. Mein robot k mechanical aur motors k stats send kerunga ja k,optimism
Ma nay hani sy pocha ha us ny kaha ha k kal kerwa do,love
Thek hai sir.. Mera koi pochy to kehna civil hai n aj kal wahan boht kam hai,trust
Gi aj 7:30 kae bad ghar hi hoon ga,neutral
Yehi sb s sasta hy.ly liya hy ab mene.,neutral
Ok. Wasy monday off hota hy papa ka !,neutral
pr wo bolayn na bolayn ma ny ajna,optimism
Yr hxtl ma sab kaam khud karny prty hai..ghr ma tO mama hOti hai na,sadness
koi sbzi bhidi k ilawa- kg ,neutral
Yar main ny kaha k nhi hy yat,neutral
Hmmmmm aj maina date mare ux ka sath :-P ,anticipation
Ni yr me keh ra hu k tu us se keh,neutral
Mera Sirf DataStructure Ka Pta Chala Hai. & Your?,anticipation
Sheryar kb tk aie ga to bai?,neutral
yr estime abu nmaz prne gy hein abi num of h unka ,neutral
Na bhai ma ap kar lungo!,optimism
sham 4 bje ki the barat to gxe late un k mamu ki death ho gxe the,sadness
dado ki dawai bhr tabel py pari h shpr ma wo unhy dy dna.,trust
"Tobahhh, """"JAHAN KI LUGHAT"""" :O
wese agr wakai kitaabi shakal mein mojud hoti to mein haya ko zrur mashvara deti k ek dfa to uske sr pe maar e de, shyd koi behtri hojaye :D",surprise
tm r u cming r not? :/ ,anticipation
Not you not got this marks,neutral
"aoa sir, meray pas convince ni ha aj...i will come tomoro",anticipation
Yr kuch para b ha ya mere tera he wala raha,neutral
puch ab kya khta ha...ma 6 bje nkalna ha lhr say,optimism
"Mei universty agia tha, thori dair tak aata hn",optimism
Hm daikhta hn agar yahan milte hain to,neutral
Tum kis nay bataya hai is k baray mai ya awais k nam hai sim,neutral
Yar ye kis ny bnaya tmko nahi maloom ,neutral
Yr network k logo ko chng karny ka naam bta,trust
"Thk kaha tha irsa tum ne end py zaroor roun gi mai :(,",sadness
Thanks for that. But I have a great,joy
